TAC;DEVICE_TYPE
1368173490;Voice_centered
-1135454669;Voice_centered
-1459354676;Smartphone
1281007034;Smartphone
994919235;Smartphone
-419712;Smartphone
-546382197;Smartphone
253899862;Smartphone
-1677237523;Smartphone
802893719;Smartphone
467390160;Smartphone
-2078796907;Smartphone
-888146585;Smartphone
-2053610603;Smartphone
1309973452;Voice_centered
-219107589;Voice_centered
1689801238;Voice_centered
1291591069;Voice_centered
-371417756;Voice_centered
366942234;Voice_centered
-515339592;Smartphone
-285352086;Smartphone
-1530770039;Smartphone
1674938369;Feature_plus
-1243538039;Smartphone
-1890751705;Feature_plus
1091117146;Feature_plus
1890783281;Smartphone
175233357;Feature_plus
863065500;Smartphone
-194731609;Smartphone
-430083641;Smartphone
1848116674;Feature_plus
1039061698;Voice_centered
1795240503;Smartphone
1203196547;Smartphone
310502396;Tablets
-1584097435;Smartphone
-1302664772;Feature_plus
250392447;Smartphone
302572130;Voice_centered
-1778432567;Smartphone
1345315902;Tablets
1869917337;Voice_centered
-553541518;Voice_centered
991746097;Smartphone
-262810605;Voice_centered
-1354719227;Data_only
1193770900;Voice_centered
-1904775219;Feature_plus
1178326251;Smartphone
-868523923;Smartphone
240050442;Smartphone
-262558246;Smartphone
846715121;Feature_plus
-1843411461;Smartphone
7135724;Feature_plus
-1429867943;Feature_plus
-2024418306;Smartphone
1414542961;Voice_centered
1135084798;Voice_centered
-338534375;Voice_centered
-504411180;Voice_centered
-1071580649;Smartphone
-1248278866;Voice_centered
-1081406426;Smartphone
1752881422;Smartphone
-1975128630;Smartphone
290472356;Smartphone
-1982380500;Smartphone
1467894177;Smartphone
-934516052;Smartphone
-422912571;Smartphone
2134729100;Voice_centered
258189216;Voice_centered
-1939516979;Voice_centered
-1290363135;Smartphone
-1541761322;Voice_centered
1055356204;Voice_centered
1431852058;Voice_centered
550022836;Voice_centered
613138290;Feature_plus
793385975;Voice_centered
-968276307;Smartphone
-1326001777;Feature_plus
-324352625;Voice_centered
2041187021;Voice_centered
-139245976;Smartphone
-1547047999;Feature_plus
1808064584;Smartphone
452957200;Smartphone
-1079706833;Feature_plus
263337674;Smartphone
987587363;Data_only
219731916;Voice_centered
-1583960856;Tablets
962242502;Feature_plus
915420291;Smartphone
833533801;Feature_plus
-22326980;Feature_plus
-962472752;Smartphone
976399487;Smartphone
-502648064;Voice_centered
-1643213889;Voice_centered
371588727;Feature_plus
858974752;Feature_plus
-503723423;Smartphone
1305625431;Smartphone
1812794740;Smartphone
-1228509058;Smartphone
-411126059;Smartphone
-1242471799;Smartphone
-188336637;Smartphone
1659401673;Feature_plus
-601474210;Smartphone
1929985157;Smartphone
1456156668;Voice_centered
-1809664179;Voice_centered
1319275687;Voice_centered
-1486185938;Voice_centered
815139545;Voice_centered
1514845707;Smartphone
-2032458722;Smartphone
1268696585;Smartphone
-1551385448;Smartphone
1337514164;Smartphone
992909663;Smartphone
-652684273;Smartphone
953183585;Smartphone
-249519883;Voice_centered
1725363140;Voice_centered
1707167852;Voice_centered
15113744;Feature_plus
281205227;Voice_centered
1817145111;Voice_centered
-1349692516;Voice_centered
1843303293;Smartphone
286481485;Voice_centered
504663623;Smartphone
-383172687;Voice_centered
1554371404;Smartphone
-2094311006;Smartphone
1930549238;Data_only
1362495239;Voice_centered
-510324610;Feature_plus
1737653469;Smartphone
-891054726;Voice_centered
15163022;Smartphone
-325808097;Feature_plus
1371070355;Smartphone
368767330;Feature_plus
-1844526743;Voice_centered
-964766400;Smartphone
2069408126;Smartphone
2010656941;Tablets
-1761778161;Smartphone
20030089;Smartphone
294788328;Feature_plus
-1765513354;Feature_plus
-1485064511;Smartphone
-397723035;Smartphone
1657601132;Smartphone
-889850885;Smartphone
-1004487922;Feature_plus
-1915713313;Smartphone
-183864532;Data_only
1186946321;Smartphone
546619160;Smartphone
2103735376;Voice_centered
1581308794;Smartphone
-1799702550;Smartphone
653857942;Voice_centered
2005830363;Tablets
805861452;Voice_centered
1620006467;Smartphone
280869718;Smartphone
-1177957451;Voice_centered
-129403887;Voice_centered
4604495;Voice_centered
35112661;Voice_centered
-1447358163;Voice_centered
-1948222535;Voice_centered
429704306;Smartphone
1154721182;Smartphone
-1093836723;Smartphone
783250004;Tablets
-1205812356;Smartphone
-1386383833;Smartphone
709049389;Voice_centered
-662345572;Smartphone
1881203829;Smartphone
-176011465;Smartphone
1366516951;Smartphone
574174738;Smartphone
-2073631565;Smartphone
1140864496;Data_only
-264309601;Voice_centered
-757201210;Smartphone
-649130007;Voice_centered
1175508799;Feature_plus
2055742032;Feature_plus
54523287;Smartphone
-1947094063;Feature_plus
435948962;Smartphone
-1437601021;Feature_plus
805565778;Tablets
1745462662;Tablets
2008779822;Feature_plus
-163600948;Voice_centered
-1020447334;Smartphone
1505986170;Smartphone
1675101108;Smartphone
1600417776;Smartphone
1849215523;Feature_plus
1308302457;Smartphone
-1127261037;Smartphone
-1578566425;Smartphone
-2066302027;Smartphone
1716223318;Voice_centered
-1343500664;Smartphone
-466549586;Data_only
-620511370;Voice_centered
1210861631;Voice_centered
430074432;Smartphone
-948964422;Smartphone
-1970949451;Tablets
-653013673;Smartphone
-2047588453;Smartphone
-881222454;Smartphone
46984735;Smartphone
528184431;Smartphone
-1921808194;Feature_plus
-225763339;Smartphone
378344038;Smartphone
760870737;Voice_centered
91265045;Voice_centered
-1745930918;Voice_centered
-882066545;Voice_centered
-272661419;Smartphone
1614855847;Smartphone
-1719717227;Smartphone
-254311200;Smartphone
1629468981;Data_only
-712757461;Smartphone
2102392753;Smartphone
20031342;Smartphone
1133330936;Data_only
-402747483;Smartphone
-1903667521;Smartphone
50543143;Smartphone
730261308;Smartphone
303786199;Smartphone
-1961997720;Smartphone
-848684087;Feature_plus
582437475;Voice_centered
-120850448;Voice_centered
2037592248;Voice_centered
-756781848;Feature_plus
1218475467;Smartphone
1202110524;Feature_plus
1813920073;Voice_centered
1154781564;Feature_plus
281429621;Smartphone
1765356924;Smartphone
-1982893579;Smartphone
-687834199;Feature_plus
-28450629;Feature_plus
-1886608638;Feature_plus
-748417014;Voice_centered
173937839;Data_only
-629390054;Data_only
326379767;Feature_plus
-1325452645;Smartphone
-1301273438;Smartphone
277322995;Feature_plus
724661162;Feature_plus
-61044213;Feature_plus
-1893758985;Smartphone
-588422143;Feature_plus
-316906178;Smartphone
1820298799;Smartphone
1518078529;Smartphone
1869328853;Smartphone
-52196538;Voice_centered
901102387;Feature_plus
-958391178;Feature_plus
-346354877;Smartphone
1573428647;Feature_plus
-1714469462;Tablets
1934082757;Feature_plus
-2016125082;Smartphone
-1069584363;Feature_plus
196877474;Feature_plus
-1937899519;Voice_centered
596054773;Voice_centered
-1350865167;Feature_plus
-297892344;Voice_centered
821709036;Voice_centered
-246883568;Smartphone
-45591778;Smartphone
-1093287179;Smartphone
1934438890;Smartphone
-1649920782;Smartphone
-1844873079;Smartphone
1706065710;Data_only
1981737641;Smartphone
479146666;Smartphone
1157349181;Smartphone
-576511441;Smartphone
596508958;Data_only
-897911880;Smartphone
697843128;Smartphone
-874233526;Voice_centered
-1402342664;Smartphone
1906739242;Voice_centered
-1744599638;Voice_centered
-939674490;Voice_centered
-1095840535;Voice_centered
-1076609543;Voice_centered
-671615330;Smartphone
189682155;Tablets
1173060644;Tablets
-5734476;Feature_plus
-198845856;Feature_plus
954475747;Voice_centered
-1120291614;Smartphone
-1662875858;Smartphone
1750843932;Feature_plus
620645731;Smartphone
-616883400;Smartphone
-84760079;Smartphone
203006420;Voice_centered
2078808519;Voice_centered
-1398546649;Smartphone
-1277339458;Smartphone
-94783114;Tablets
447013856;Feature_plus
-1494997195;Feature_plus
224961361;Smartphone
292253198;Voice_centered
1550812505;Smartphone
-1362985871;Data_only
-819975926;Feature_plus
-192765169;Voice_centered
754466882;Feature_plus
-225224574;Smartphone
-1090529778;Smartphone
120844899;Voice_centered
-895407732;Smartphone
-1233078823;Voice_centered
-2128142196;Voice_centered
-1412167233;Smartphone
-190403537;Voice_centered
-1001089633;Feature_plus
214877502;Smartphone
-73918873;Voice_centered
-1947947270;Smartphone
1544870030;Feature_plus
-1523118883;Voice_centered
-1377258463;Voice_centered
506863714;Voice_centered
876358408;Voice_centered
-121325780;Voice_centered
1720404274;Data_only
886447511;Smartphone
-1141154312;Smartphone
-131966414;Smartphone
1525139034;Data_only
-1604381558;Smartphone
576705622;Data_only
2114737771;Smartphone
432395152;Voice_centered
738451324;Smartphone
-1414157083;Smartphone
-624681974;Voice_centered
1202382976;Voice_centered
1161573000;Feature_plus
162599508;Feature_plus
-323353364;Voice_centered
-1348615683;Voice_centered
1123680332;Smartphone
-1606620084;Feature_plus
-655981856;Smartphone
1791770654;Feature_plus
-118001363;Voice_centered
-1248170638;Feature_plus
-1882327071;Smartphone
654526700;Feature_plus
657430207;Smartphone
1998301686;Voice_centered
29805417;Smartphone
-1230321253;Data_only
-1173909453;Smartphone
1318438705;Tablets
-894320841;Tablets
-1527010733;Voice_centered
-1439679174;Smartphone
1896353053;Data_only
2072270990;Voice_centered
-105999486;Voice_centered
268034038;Smartphone
2119210710;Tablets
-283872165;Smartphone
-532859895;Smartphone
-308253451;Feature_plus
-1736363028;Smartphone
-802465804;Data_only
-921623382;Smartphone
226506239;Smartphone
-140681174;Smartphone
-1919454838;Smartphone
-1263611522;Feature_plus
1350073846;Tablets
1377914059;Smartphone
2067578377;Smartphone
-1343147598;Voice_centered
327877050;Smartphone
1551706684;Feature_plus
1727977669;Feature_plus
-1545214381;Smartphone
1531912455;Voice_centered
-672240167;Voice_centered
1304870603;Data_only
1309489951;Smartphone
-1017555621;Smartphone
1369804777;Smartphone
-742926789;Smartphone
1617094537;Smartphone
-1840666158;Smartphone
429402036;Voice_centered
-1237483732;Smartphone
-1280057774;Smartphone
-127682443;Smartphone
-943079681;Smartphone
2023202403;Voice_centered
-729921089;Voice_centered
-1306329354;Voice_centered
-1021343901;Smartphone
-322975914;Voice_centered
-829210762;Smartphone
-1506793573;Smartphone
362607241;Feature_plus
67342768;Smartphone
276794098;Smartphone
551845748;Feature_plus
-300245890;Smartphone
-445680431;Smartphone
336646674;Smartphone
-1133786812;Smartphone
-1160026147;Voice_centered
104662713;Smartphone
2098315756;Smartphone
-1870252588;Smartphone
179192487;Tablets
412805078;Voice_centered
1291872752;Data_only
-746615009;Smartphone
1494785657;Smartphone
-186821137;Voice_centered
-1118622841;Smartphone
1762368909;Smartphone
1494255143;Smartphone
1011220738;Voice_centered
-434206621;Smartphone
1934070976;Smartphone
1562117783;Data_only
-1840804099;Smartphone
108876781;Feature_plus
377355886;Smartphone
1162130026;Smartphone
-404521624;Smartphone
-181671059;Feature_plus
-1726071861;Smartphone
-268297465;Voice_centered
1857786581;Smartphone
-1898630659;Smartphone
1380310464;Smartphone
964094658;Voice_centered
-1586430648;Data_only
-2009829593;Smartphone
982027805;Voice_centered
597531463;Voice_centered
115450116;Smartphone
-1760224798;Data_only
-201060579;Smartphone
281936925;Smartphone
1666480587;Smartphone
410460743;Smartphone
1845952242;Smartphone
-798731471;Voice_centered
1469764669;Smartphone
797742077;Smartphone
1245710550;Smartphone
772764097;Smartphone
587888582;Smartphone
-760844302;Smartphone
-597773676;Smartphone
586294597;Smartphone
-492317522;Voice_centered
18361676;Voice_centered
-437261889;Smartphone
198855862;Voice_centered
1992566503;Voice_centered
-1647539572;Feature_plus
-879089450;Voice_centered
2026181097;Feature_plus
-1335606248;Feature_plus
-1446355157;Voice_centered
1880519974;Smartphone
-1134248412;Smartphone
-2030922055;Smartphone
1508077108;Smartphone
1264935664;Smartphone
316378532;Voice_centered
-1623082119;Smartphone
2094280333;Smartphone
1723419127;Feature_plus
1329763634;Tablets
238743507;Feature_plus
1861920119;Smartphone
-778887430;Voice_centered
1755504458;Voice_centered
330550331;Smartphone
-1859535904;Feature_plus
-107698936;Smartphone
-2063205092;Smartphone
1715808738;Feature_plus
1072948789;Feature_plus
-1337960153;Smartphone
-772990903;Smartphone
-1640967965;Voice_centered
-1643562498;Smartphone
-1136406525;Feature_plus
-743211919;Smartphone
1683285302;Feature_plus
955932516;Smartphone
806620096;Voice_centered
1837381624;Smartphone
-89987322;Voice_centered
1541107807;Voice_centered
-312719961;Smartphone
-1877854413;Smartphone
-1961774339;Feature_plus
1291253300;Voice_centered
1933727885;Voice_centered
865797915;Voice_centered
358413098;Voice_centered
-1488217481;Voice_centered
-520472472;Voice_centered
-60041220;Smartphone
-122711420;Smartphone
-1941925821;Voice_centered
-124421350;Smartphone
2076882020;Smartphone
1112814560;Smartphone
877641116;Smartphone
29746355;Smartphone
1051554442;Smartphone
-797606670;Smartphone
-206717453;Feature_plus
1500006536;Smartphone
-221149164;Data_only
1890806064;Voice_centered
85649269;Smartphone
-6478787;Voice_centered
-1680893579;Feature_plus
-1132556296;Tablets
-1273119587;Feature_plus
-1522392533;Smartphone
726095581;Feature_plus
-497588416;Voice_centered
-750137924;Feature_plus
-718652168;Voice_centered
326855210;Smartphone
2068035855;Feature_plus
-1172392250;Feature_plus
511692897;Smartphone
-1264891998;Smartphone
-783650655;Smartphone
-259457675;Smartphone
604060707;Feature_plus
586043764;Smartphone
-1866722243;Smartphone
1693517945;Smartphone
-513207695;Voice_centered
-1709041952;Smartphone
-2145808388;Smartphone
991627278;Feature_plus
-672756944;Data_only
1910337006;Feature_plus
1749475347;Voice_centered
-1372691098;Smartphone
107871990;Voice_centered
122867068;Smartphone
-1465076659;Smartphone
662803856;Smartphone
-239193412;Feature_plus
698775548;Smartphone
-767823930;Smartphone
1185511222;Smartphone
-689760953;Smartphone
-1794083597;Smartphone
-687125144;Smartphone
462298791;Smartphone
-917595762;Voice_centered
367779854;Voice_centered
1283064744;Voice_centered
1247833588;Voice_centered
855063606;Voice_centered
-910042080;Smartphone
450713624;Voice_centered
684327685;Smartphone
-2116842154;Smartphone
-63655221;Smartphone
534015043;Smartphone
1412168265;Tablets
409776225;Smartphone
-499795914;Voice_centered
-668589266;Smartphone
-387920896;Smartphone
-39155163;Smartphone
1839975190;Voice_centered
-485853884;Voice_centered
501756183;Voice_centered
-1687034815;Voice_centered
-1575746289;Feature_plus
949789824;Feature_plus
-1186958373;Voice_centered
1681727592;Smartphone
1117186190;Voice_centered
1917051871;Smartphone
993024424;Smartphone
803631014;Voice_centered
-825741987;Feature_plus
-1633377895;Voice_centered
914107504;Tablets
-1707419840;Smartphone
1154554540;Feature_plus
-1802455433;Voice_centered
524227762;Smartphone
-607296597;Smartphone
302576217;Voice_centered
-276115055;Smartphone
-409902616;Data_only
-2116885897;Smartphone
1819635402;Feature_plus
120941495;Feature_plus
-250301613;Smartphone
758189038;Smartphone
-1997906738;Smartphone
893253792;Smartphone
-1980404495;Tablets
1521843668;Smartphone
1970553278;Smartphone
-2123594555;Smartphone
-2012776381;Voice_centered
-1465629449;Smartphone
-1254776348;Feature_plus
1764373402;Smartphone
-920757581;Smartphone
1344580178;Smartphone
-798417989;Smartphone
-1912286049;Feature_plus
-899737813;Voice_centered
1754026923;Voice_centered
470768606;Voice_centered
-1457587305;Voice_centered
1081474252;Smartphone
-276636658;Data_only
1397131071;Smartphone
-826040141;Data_only
1060040721;Smartphone
-1796727712;Smartphone
-615877620;Smartphone
1384200242;Smartphone
-662534477;Smartphone
-1782571837;Smartphone
-2114975506;Data_only
-1258113931;Smartphone
414160652;Smartphone
47016785;Smartphone
862138326;Smartphone
-295452106;Tablets
-88936543;Voice_centered
-776394581;Voice_centered
-1498897743;Voice_centered
1387859112;Voice_centered
1464770527;Voice_centered
-543662561;Data_only
-1089373772;Smartphone
-776166747;Smartphone
970711226;Feature_plus
-210635717;Voice_centered
-1877414472;Feature_plus
251573983;Smartphone
-1050427632;Feature_plus
-1395081519;Tablets
-1314000827;Feature_plus
39679951;Data_only
-1166219158;Voice_centered
-366953011;Voice_centered
425977389;Feature_plus
-1472377904;Smartphone
-1107288013;Voice_centered
-945819166;Smartphone
1904963062;Smartphone
-1877053660;Smartphone
-1815315573;Feature_plus
309944260;Voice_centered
48305262;Voice_centered
106857176;Smartphone
139425527;Smartphone
1560757264;Smartphone
1921518914;Smartphone
-926854898;Smartphone
-83782997;Smartphone
-917196500;Smartphone
-431581126;Feature_plus
1485101338;Smartphone
1168222778;Feature_plus
-283183086;Feature_plus
-1413240053;Smartphone
-1265800676;Feature_plus
-1222521490;Smartphone
486753841;Smartphone
1350156524;Smartphone
1053182189;Voice_centered
1934005684;Smartphone
1953594987;Voice_centered
-495940299;Smartphone
-693301094;Smartphone
1404538040;Voice_centered
-125491811;Data_only
-1094153344;Data_only
-652166789;Voice_centered
-883024405;Smartphone
1976655335;Smartphone
1264072836;Smartphone
1907382968;Smartphone
1498312542;Smartphone
181644597;Smartphone
1763245152;Smartphone
-1794956220;Tablets
71729482;Voice_centered
-524662938;Feature_plus
-1066477499;Voice_centered
-902942212;Smartphone
1952435155;Tablets
706638141;Smartphone
-1660064344;Smartphone
-1131375149;Smartphone
150369523;Tablets
-2098726010;Voice_centered
2137975392;Voice_centered
-780937186;Smartphone
-1282795026;Smartphone
1462928776;Feature_plus
-57757360;Data_only
-780081207;Feature_plus
-2057290185;Smartphone
1989426218;Data_only
-2061068737;Smartphone
306630922;Feature_plus
462376599;Smartphone
1451336589;Tablets
147543073;Smartphone
1800889939;Smartphone
-410274855;Feature_plus
1039271231;Feature_plus
885501000;Feature_plus
1560436747;Smartphone
446522978;Feature_plus
1805991495;Smartphone
1273957695;Voice_centered
-512495033;Feature_plus
733718074;Smartphone
621841162;Smartphone
-1460552286;Smartphone
-838426596;Voice_centered
256050209;Smartphone
-2071500917;Voice_centered
1135218570;Voice_centered
-255973182;Voice_centered
-1888643502;Voice_centered
-1843719631;Smartphone
-981899103;Smartphone
1738795448;Data_only
1883752184;Smartphone
-2075110506;Smartphone
-1148153369;Smartphone
1999684986;Smartphone
-315700370;Smartphone
-549925205;Smartphone
764544947;Data_only
-759100868;Smartphone
92693158;Smartphone
-34592772;Smartphone
1919301005;Smartphone
-1925345571;Data_only
-616505624;Smartphone
-2107159665;Smartphone
435751552;Smartphone
-739192568;Smartphone
1597388706;Smartphone
-1207228380;Smartphone
738100234;Tablets
-2036883665;Smartphone
759256330;Voice_centered
-752312023;Voice_centered
1709861328;Voice_centered
1877436652;Voice_centered
662434302;Smartphone
842150253;Feature_plus
-1515357911;Smartphone
923324190;Smartphone
1704445110;Smartphone
-1199121669;Smartphone
-2102928787;Data_only
-87876273;Feature_plus
267428829;Voice_centered
1752270704;Smartphone
-987172396;Smartphone
-1139430254;Smartphone
-1889459888;Feature_plus
-433314506;Feature_plus
-773070932;Feature_plus
-1452819096;Smartphone
-1767185331;Smartphone
-1475198189;Smartphone
242726271;Smartphone
1561762209;Voice_centered
-636898392;Tablets
32861984;Feature_plus
-48240827;Smartphone
766443580;Voice_centered
1153387322;Smartphone
-1667184446;Smartphone
-1685659469;Feature_plus
2020935078;Voice_centered
-215805271;Smartphone
-1524154043;Smartphone
-1057735154;Voice_centered
390165945;Feature_plus
-870788143;Smartphone
-1743983429;Tablets
-325923531;Feature_plus
782486661;Tablets
-1583242071;Feature_plus
599988090;Feature_plus
1510854187;Voice_centered
1424130496;Tablets
1947322792;Smartphone
1227310685;Smartphone
-379364634;Smartphone
2099235745;Smartphone
1930059575;Smartphone
-1324192315;Tablets
1408054348;Data_only
1054187300;Smartphone
-1883694044;Data_only
-151026681;Smartphone
887206424;Voice_centered
-144500035;Smartphone
1360610207;Smartphone
-1232179883;Voice_centered
848594772;Smartphone
-1499048803;Feature_plus
-82882327;Smartphone
-281241166;Feature_plus
-1674548513;Smartphone
2085290831;Smartphone
1095434792;Smartphone
1219704817;Feature_plus
-1466981762;Voice_centered
-1996117800;Smartphone
-1436961789;Smartphone
697639370;Smartphone
661710392;Smartphone
-1205357128;Smartphone
-877469737;Feature_plus
15134853;Smartphone
540728441;Smartphone
-1824410804;Data_only
752282415;Data_only
127878305;Voice_centered
300653704;Smartphone
-1075695733;Voice_centered
964466947;Feature_plus
2023928621;Smartphone
-1555722206;Feature_plus
1317562733;Smartphone
-489185484;Smartphone
-889938124;Smartphone
-1052872315;Tablets
-1196023324;Tablets
-1278274994;Smartphone
-1129757702;Smartphone
-461389523;Smartphone
-1361879252;Smartphone
-1417808998;Feature_plus
-786275725;Smartphone
72240488;Feature_plus
184218386;Smartphone
511234404;Feature_plus
70968417;Voice_centered
-273611250;Smartphone
-1677028071;Feature_plus
-1159649988;Smartphone
1091267827;Feature_plus
1804267582;Voice_centered
193359400;Voice_centered
345784915;Voice_centered
1960737520;Voice_centered
-1571411165;Voice_centered
1558938046;Feature_plus
1905899928;Data_only
-2098503597;Smartphone
-869395200;Smartphone
114658906;Data_only
2066993250;Smartphone
-116488326;Smartphone
613544962;Smartphone
224403450;Voice_centered
469238536;Voice_centered
1179089527;Voice_centered
-2024237693;Voice_centered
-1706141313;Voice_centered
1281686586;Voice_centered
-1065396845;Voice_centered
-136613615;Feature_plus
-52608004;Feature_plus
155570501;Smartphone
-833797372;Voice_centered
-674876246;Feature_plus
909416262;Voice_centered
-1489060192;Smartphone
1759163031;Voice_centered
227824126;Smartphone
-353518969;Smartphone
129053246;Smartphone
1795879964;Voice_centered
-697749777;Feature_plus
-718941647;Smartphone
1824788120;Smartphone
-1185356081;Voice_centered
839853455;Voice_centered
678072246;Feature_plus
-1502899429;Voice_centered
-880954536;Smartphone
-241074057;Feature_plus
760029710;Smartphone
1678279002;Smartphone
-1783842249;Feature_plus
-125268672;Smartphone
534182488;Feature_plus
1829225681;Feature_plus
1622970234;Smartphone
-137814509;Smartphone
-742455553;Feature_plus
33075489;Smartphone
-495549309;Feature_plus
-12161171;Smartphone
-662214487;Feature_plus
828503449;Smartphone
1420306380;Tablets
-650975931;Smartphone
-439416142;Smartphone
5166471;Smartphone
1608373562;Feature_plus
-47124387;Feature_plus
1509575840;Smartphone
-1922678647;Voice_centered
156508491;Voice_centered
789893021;Voice_centered
741743042;Voice_centered
1402172499;Smartphone
-1727450608;Smartphone
1833261010;Smartphone
-940218442;Smartphone
-1269427239;Smartphone
-1746277408;Smartphone
-1715645539;Smartphone
-829511160;Smartphone
1159184777;Smartphone
543280756;Smartphone
1897740234;Smartphone
598657009;Voice_centered
-2044437870;Voice_centered
362424275;Voice_centered
-940978752;Voice_centered
-146005900;Voice_centered
-1103441264;Voice_centered
1946601791;Feature_plus
1674507224;Voice_centered
-298438891;Feature_plus
-1591897447;Voice_centered
1100254042;Voice_centered
-1072138662;Smartphone
1589823096;Voice_centered
-121848629;Voice_centered
-1192634474;Feature_plus
-604432365;Tablets
703689415;Voice_centered
-902477199;Smartphone
1344523477;Voice_centered
-1066393078;Feature_plus
421152658;Voice_centered
-1733152363;Smartphone
-1195217899;Data_only
-1569612731;Smartphone
476875636;Smartphone
-1454519702;Tablets
-1413881751;Smartphone
-1313786268;Smartphone
-63093070;Smartphone
-1724099447;Smartphone
-1044532290;Voice_centered
-1645696220;Smartphone
735132154;Smartphone
351518715;Voice_centered
-181267539;Voice_centered
1884800048;Feature_plus
2052018782;Smartphone
1658927118;Voice_centered
-92020913;Feature_plus
-484428846;Smartphone
-670117314;Smartphone
-1802370991;Feature_plus
1316209472;Smartphone
-1553372596;Smartphone
2027432115;Feature_plus
-1236170940;Voice_centered
612388304;Voice_centered
1484998240;Voice_centered
-1344992528;Voice_centered
-1153144070;Voice_centered
2055089600;Voice_centered
233434255;Voice_centered
-1100539404;Smartphone
-83613574;Smartphone
839726641;Smartphone
-718036083;Smartphone
-940556490;Smartphone
845195772;Smartphone
-633442550;Smartphone
-43467334;Smartphone
1932488686;Smartphone
-1873498705;Smartphone
152878563;Smartphone
1629227026;Tablets
-1439609109;Feature_plus
671683070;Tablets
-1806287071;Smartphone
-1232909643;Smartphone
-1467363271;Smartphone
1765931419;Smartphone
-593137720;Smartphone
1208939924;Feature_plus
-1618347973;Voice_centered
-136444991;Feature_plus
-1440204133;Feature_plus
2100044599;Voice_centered
1577970888;Smartphone
49193729;Smartphone
-859012350;Smartphone
280212338;Tablets
1655191226;Voice_centered
-83547607;Voice_centered
-834904091;Smartphone
1948245389;Smartphone
988571495;Feature_plus
1045488064;Smartphone
-1069454363;Voice_centered
-60804989;Smartphone
1188851321;Feature_plus
-1548275933;Feature_plus
-224180020;Smartphone
1207840472;Voice_centered
-914387228;Voice_centered
-496222722;Voice_centered
-713155672;Smartphone
-2025642499;Feature_plus
246744956;Feature_plus
1539708656;Feature_plus
1398996553;Smartphone
-1189575177;Smartphone
1199415282;Voice_centered
1128346879;Smartphone
365021383;Feature_plus
1273753179;Voice_centered
861160692;Voice_centered
-1691494470;Voice_centered
1983511578;Voice_centered
-237155896;Voice_centered
1696381786;Voice_centered
728571993;Voice_centered
-2118547846;Smartphone
-972899852;Smartphone
-64942080;Smartphone
-852419462;Smartphone
-2144512913;Data_only
231812425;Smartphone
322707662;Smartphone
1267903936;Data_only
2032301980;Smartphone
1697482672;Voice_centered
1746394190;Smartphone
334235959;Voice_centered
-1577348236;Voice_centered
1092651868;Voice_centered
1032997151;Voice_centered
2093760710;Smartphone
-26002037;Smartphone
-851852705;Smartphone
1431566840;Voice_centered
-1451351955;Voice_centered
1761858707;Data_only
1038935447;Smartphone
-956701256;Smartphone
-1931869824;Smartphone
-282628239;Smartphone
463691450;Smartphone
1590873676;Data_only
1676990870;Voice_centered
464921522;Smartphone
-1114099394;Smartphone
110286543;Tablets
-2099152017;Smartphone
-106196834;Smartphone
-772547321;Smartphone
1337372869;Smartphone
1678027732;Feature_plus
580836754;Smartphone
-2034521793;Smartphone
1057305106;Smartphone
397224471;Smartphone
-899482873;Feature_plus
-1092156689;Smartphone
-110019716;Smartphone
423539628;Smartphone
-219290647;Smartphone
-1414873538;Feature_plus
-1397524506;Feature_plus
678479757;Tablets
-165385686;Data_only
388727619;Smartphone
1712860461;Smartphone
132352023;Voice_centered
733358593;Smartphone
-1403761930;Voice_centered
-982566750;Voice_centered
2015505090;Voice_centered
1048812844;Voice_centered
-1065615689;Voice_centered
1613978154;Smartphone
-740683762;Smartphone
-1340727639;Smartphone
-1005825889;Voice_centered
1230303085;Smartphone
1027050605;Smartphone
1466664706;Smartphone
231468575;Smartphone
1984663465;Smartphone
-324275618;Smartphone
-2043493954;Smartphone
-610920747;Tablets
1883684019;Smartphone
805762659;Voice_centered
-1702331196;Voice_centered
-1245945230;Feature_plus
1415361472;Voice_centered
-1707152786;Voice_centered
-88761695;Feature_plus
-1361180039;Voice_centered
-244887125;Feature_plus
-2094721489;Feature_plus
-650502831;Smartphone
1304252605;Voice_centered
-1039317073;Voice_centered
-1374118073;Smartphone
-1896781627;Smartphone
439682436;Smartphone
-1352072309;Voice_centered
-795492481;Smartphone
-946302292;Smartphone
-1543276263;Feature_plus
-1273066147;Feature_plus
-1612669581;Smartphone
1919165968;Voice_centered
-426969103;Smartphone
2081910235;Feature_plus
1515886995;Voice_centered
1267844388;Feature_plus
287446300;Tablets
1732059238;Voice_centered
1059891770;Smartphone
-2016501472;Tablets
495354665;Voice_centered
-1680596216;Voice_centered
985298958;Smartphone
-1801988761;Smartphone
-1085990571;Smartphone
1133480118;Voice_centered
-992749073;Smartphone
-2122577151;Smartphone
771869339;Smartphone
-95836125;Smartphone
1612909524;Data_only
1972421241;Feature_plus
80241571;Feature_plus
725585344;Smartphone
1753122125;Feature_plus
1111713669;Voice_centered
117074256;Feature_plus
992095981;Smartphone
1155581716;Voice_centered
536619754;Smartphone
403855773;Smartphone
1685221192;Smartphone
797745434;Smartphone
-758897742;Smartphone
33116746;Smartphone
-576405045;Smartphone
358648320;Smartphone
630272357;Smartphone
-841367678;Smartphone
-1566299261;Feature_plus
-1863911992;Voice_centered
-1019232966;Feature_plus
1990916722;Smartphone
